P1_lpo_loRa,P1_ratio_loRa,P1_conc_loRa,P2_lpo_loRa,P2_ratio_loRa,P2_conc_loRa,Temperature_loRa,Pressure_loRa,Humidity_loRa,pm1Palas,pm2_5Palas,pm4Palas,pm10Palas,pmTotalPalas,dCnPalas
105364,0.7,364.39,184276,1.23,635.75,27.78,98769,29,4.31666666666667,5.19,5.98666666666667,11.3333333333333,17.3566666666667,151.496666666667
77265,0.52,267.61,279453,1.86,963.31,27.84,98779,29,4.31,5.22666666666667,6.05333333333333,11.7533333333333,17.9766666666667,151.516666666667
0,0.0,0.62,39805,0.27,138.36,27.87,98781,31,4.31,5.26333333333333,6.16333333333333,12.0,18.2933333333333,151.736666666667
0,0.0,0.62,0,0.0,0.62,27.88,98784,29,4.30666666666667,5.29666666666667,6.25333333333333,12.1633333333333,18.4933333333333,151.796666666667
0,0.0,0.62,53409,0.36,185.34,27.86,98772,29,4.3,5.26666666666667,6.18,12.0666666666667,18.38,152.01
0,0.0,0.62,0,0.0,0.62,27.84,98780,29,4.30333333333333,5.23333333333333,6.08666666666667,11.7833333333333,18.0033333333333,152.326666666667
0,0.0,0.62,157665,1.05,544.27,27.85,98781,30,4.30666666666667,5.21666666666667,6.06333333333333,11.5666666666667,17.64,152.176666666667
53656,0.36,186.19,212248,1.41,731.92,27.87,98771,30,4.25333333333333,5.06,5.91333333333333,10.33,15.6833333333333,150.42
52517,0.35,182.26,160922,1.07,555.47,27.86,98771,29,4.07333333333333,4.8,5.50666666666667,9.76333333333333,15.02,144.293333333333
0,0.0,0.62,0,0.0,0.62,27.9,98777,28,4.05666666666667,4.78333333333333,5.48333333333333,9.73333333333333,14.9933333333333,143.733333333333
0,0.0,0.62,168237,1.12,580.61,27.9,98780,29,4.02333333333333,4.75,5.45333333333333,9.70333333333333,14.9633333333333,142.72
0,0.0,0.62,0,0.0,0.62,27.89,98775,28,4.01666666666667,4.76,5.45333333333333,9.90666666666667,16.5766666666667,142.32
0,0.0,0.62,0,0.0,0.62,27.94,98772,28,4.01,4.76,5.39666666666667,10.24,19.7366666666667,141.826666666667
0,0.0,0.62,160219,1.07,553.05,27.97,98769,29,3.99666666666667,4.75666666666667,5.4,10.24,19.7366666666667,141.32
0,0.0,0.62,0,0.0,0.62,27.99,98772,29,3.98,4.76,5.45,10.3066666666667,19.8133333333333,140.663333333333
0,0.0,0.62,0,0.0,0.62,28.02,98771,28,3.98,4.79,5.44,10.9433333333333,21.41,140.283333333333
0,0.0,0.62,80025,0.53,277.13,28.06,98782,28,3.98333333333333,4.79666666666667,5.41666666666667,11.2366666666667,22.1733333333333,140.436666666667
0,0.0,0.62,34141,0.23,118.79,28.1,98775,27,3.98333333333333,4.85666666666667,5.62,11.5733333333333,22.5966666666667,140.286666666667
122421,0.82,423.08,350254,2.34,1208.12,28.12,98777,27,3.98333333333333,4.84666666666667,5.61666666666667,11.5733333333333,22.5933333333333,140.11
0,0.0,0.62,137033,0.91,473.34,28.16,98778,27,3.98666666666667,4.81,5.57666666666667,10.99,20.9966666666667,140.036666666667
0,0.0,0.62,7098,0.05,25.22,28.19,98780,28,3.97666666666667,4.82,5.64666666666667,10.9266666666667,21.45,139.543333333333
0,0.0,0.62,0,0.0,0.62,28.18,98777,26,3.96333333333333,4.84,5.65,11.5833333333333,24.7966666666667,139.086666666667
0,0.0,0.62,134834,0.9,465.77,28.22,98779,27,3.95666666666667,4.89,5.75666666666667,12.2666666666667,26.34,138.693333333333
0,0.0,0.62,104239,0.69,360.52,28.24,98791,27,3.93333333333333,4.89,5.88666666666667,11.97,25.1,137.946666666667
166794,1.11,575.65,340468,2.27,1174.19,28.27,98777,26,3.93333333333333,4.87666666666667,5.87333333333333,11.8133333333333,24.8466666666667,137.63
0,0.0,0.62,102332,0.68,353.95,28.31,98787,26,3.93,4.86,5.88,11.5133333333333,24.38,137.22
27302,0.18,95.15,120002,0.8,414.76,28.35,98788,27,3.93333333333333,4.86333333333333,5.89,11.5266666666667,24.39,137.123333333333
0,0.0,0.62,0,0.0,0.62,28.37,98780,27,3.93,4.86333333333333,5.90666666666667,11.54,24.41,136.94
0,0.0,0.62,3987,0.03,14.44,28.39,98786,27,3.92,4.86333333333333,5.93333333333333,11.5733333333333,24.4433333333333,136.77
197537,1.32,681.34,491104,3.27,1700.99,28.4,98786,27,3.91,4.87,5.98666666666667,11.63,24.51,136.373333333333
0,0.0,0.62,0,0.0,0.62,28.4,98789,27,3.90333333333333,4.86666666666667,5.99666666666667,11.6466666666667,24.53,136.01
0,0.0,0.62,0,0.0,0.62,28.46,98778,26,3.88666666666667,4.79666666666667,5.98333333333333,10.5266666666667,22.0866666666667,135.316666666667
0,0.0,0.62,0,0.0,0.62,28.55,98770,26,3.86333333333333,4.78333333333333,6.0,10.5433333333333,22.1066666666667,134.83
0,0.0,0.62,0,0.0,0.62,28.62,98777,26,3.85333333333333,4.79,6.06,10.61,22.1833333333333,134.57
0,0.0,0.62,0,0.0,0.62,28.7,98774,26,3.84,4.75333333333333,6.00333333333333,10.3933333333333,21.8833333333333,134.143333333333
0,0.0,0.62,0,0.0,0.62,28.76,98773,25,3.84666666666667,4.74,5.94333333333333,10.14,21.53,134.083333333333
0,0.0,0.62,53654,0.36,186.18,28.8,98780,27,3.83666666666667,4.72,5.91,10.0433333333333,21.4066666666667,133.976666666667
63851,0.43,221.37,194108,1.29,669.55,28.81,98777,26,3.85,4.73,5.91333333333333,10.0433333333333,21.41,134.523333333333
0,0.0,0.62,0,0.0,0.62,28.8,98774,26,3.85333333333333,4.69333333333333,5.81666666666667,9.89666666666667,21.23,134.176666666667
0,0.0,0.62,10876,0.07,38.3,28.87,98780,27,3.85,4.65333333333333,5.71666666666667,9.9,21.2733333333333,133.76
0,0.0,0.62,0,0.0,0.62,28.86,98773,26,3.84666666666667,4.61666666666667,5.65666666666667,9.73333333333333,21.03,133.586666666667
0,0.0,0.62,15501,0.1,54.32,28.91,98779,27,3.84333333333333,4.58666666666667,5.57,9.49666666666667,20.7233333333333,133.526666666667
0,0.0,0.62,0,0.0,0.62,28.96,98775,25,3.83333333333333,4.55666666666667,5.51,9.37,20.5633333333333,133.43
0,0.0,0.62,281,0.0,1.59,29.01,98772,25,3.83,4.58,5.56333333333333,9.42,20.6166666666667,133.13
0,0.0,0.62,37126,0.25,129.11,29.02,98777,26,3.82,4.56666666666667,5.55,9.40666666666667,20.6033333333333,132.633333333333
0,0.0,0.62,0,0.0,0.62,29.05,98773,27,3.81,4.56666666666667,5.55333333333333,9.41333333333333,20.6033333333333,132.436666666667
0,0.0,0.62,7427,0.05,26.36,29.1,98773,27,3.85666666666667,4.63333333333333,5.66666666666667,9.53,20.74,133.73
0,0.0,0.62,0,0.0,0.62,29.17,98766,27,3.95,4.74333333333333,5.8,9.67,20.8866666666667,137.28
0,0.0,0.62,0,0.0,0.62,29.29,98773,26,4.01,4.81666666666667,5.88,9.75,20.96,138.916666666667
0,0.0,0.62,163634,1.09,564.79,29.32,98774,26,4.00666666666667,4.81333333333333,5.87666666666667,9.74333333333333,20.9566666666667,138.763333333333
0,0.0,0.62,0,0.0,0.62,29.43,98775,27,4.03666666666667,4.83666666666667,5.90666666666667,9.77333333333333,20.9866666666667,139.476666666667
0,0.0,0.62,0,0.0,0.62,29.44,98772,27,4.05,4.83666666666667,5.90666666666667,9.57666666666667,19.3733333333333,139.853333333333
0,0.0,0.62,0,0.0,0.62,29.48,98780,27,4.06,4.84333333333333,5.97333333333333,9.24333333333333,16.2133333333333,140.2
0,0.0,0.62,576,0.0,2.62,29.59,98773,25,4.06666666666667,4.84666666666667,5.96666666666667,9.23666666666667,16.2066666666667,140.496666666667
0,0.0,0.62,259477,1.73,894.46,29.67,98772,25,4.07333333333333,4.81666666666667,5.88,9.14,16.0966666666667,141.036666666667
133416,0.89,460.9,192759,1.29,664.91,29.71,98773,25,4.06333333333333,4.75666666666667,5.81,8.42333333333333,14.4133333333333,141.226666666667
0,0.0,0.62,0,0.0,0.62,29.66,98774,25,4.05666666666667,4.73333333333333,5.79333333333333,8.09666666666667,13.6166666666667,140.983333333333
0,0.0,0.62,84168,0.56,291.4,29.65,98774,25,4.04333333333333,4.65333333333333,5.57333333333333,7.73333333333333,13.1666666666667,140.69
101976,0.68,352.73,248176,1.65,855.54,29.61,98771,25,4.02,4.63,5.54333333333333,7.70333333333333,13.1433333333333,140.526666666667
0,0.0,0.62,0,0.0,0.62,29.58,98770,26,4.01333333333333,4.58,5.44666666666667,7.46666666666667,11.8766666666667,140.52
0,0.0,0.62,0,0.0,0.62,29.68,98767,26,3.99333333333333,4.45666666666667,5.3,5.82666666666667,6.17666666666667,140.293333333333
0,0.0,0.62,15029,0.1,52.68,29.74,98768,26,3.99333333333333,4.39666666666667,5.09,5.51,5.79,140.646666666667
0,0.0,0.62,13697,0.09,48.07,29.77,98771,25,3.98,4.38,5.07,5.49,5.77,140.383333333333
0,0.0,0.62,150035,1.0,518.04,29.82,98770,25,3.96,4.35,5.04,5.46,5.74,140.09
0,0.0,0.62,159524,1.06,550.66,29.81,98765,26,3.95,4.35333333333333,5.08666666666667,5.56333333333333,5.87333333333333,139.903333333333
0,0.0,0.62,0,0.0,0.62,29.87,98770,25,3.95,4.34666666666667,5.05333333333333,5.53,5.83666666666667,139.813333333333
0,0.0,0.62,2174,0.01,8.16,29.9,98768,25,3.95,4.34,5.01,5.49,5.79,139.48
0,0.0,0.62,0,0.0,0.62,29.86,98779,27,3.88,4.59,5.33,8.56,13.74,136.29
180328,1.2,622.18,246100,1.64,848.4,29.81,98783,27,3.9,4.65333333333333,5.42,8.93,14.2733333333333,137.086666666667
0,0.0,0.62,13096,0.09,45.99,29.77,98774,27,3.86666666666667,4.68666666666667,5.38666666666667,10.2366666666667,17.2166666666667,136.02
0,0.0,0.62,55700,0.37,193.25,29.65,98773,27,3.83333333333333,4.63666666666667,5.32333333333333,10.1666666666667,17.1466666666667,135.14
0,0.0,0.62,0,0.0,0.62,29.69,98772,28,3.79666666666667,4.57333333333333,5.25,9.82333333333333,16.6633333333333,134.16
193670,1.29,668.04,243012,1.62,837.77,29.66,98776,27,3.78,4.54,5.2,9.77,16.6066666666667,133.34
0,0.0,0.62,55229,0.37,191.62,29.75,98776,27,3.75666666666667,4.56666666666667,5.12,10.74,18.55,132.573333333333
0,0.0,0.62,67186,0.45,232.87,29.76,98772,27,3.73666666666667,4.59,5.22,11.0866666666667,19.02,132.123333333333
0,0.0,0.62,81442,0.54,282.01,29.71,98773,27,3.75,4.64,5.39666666666667,11.3266666666667,19.3166666666667,132.75
0,0.0,0.62,0,0.0,0.62,29.68,98786,27,3.72666666666667,4.61,5.36,11.3,19.28,132.756666666667
0,0.0,0.62,103360,0.69,357.49,29.66,98779,27,3.72333333333333,4.61,5.36333333333333,11.3,19.2833333333333,132.79
0,0.0,0.62,55894,0.37,193.92,29.59,98779,27,3.71333333333333,4.55333333333333,5.25666666666667,10.67,15.5366666666667,132.686666666667
0,0.0,0.62,112003,0.75,387.24,29.52,98776,27,3.71,4.52,5.2,10.62,15.48,132.543333333333
0,0.0,0.62,12286,0.08,43.19,29.43,98772,27,3.70333333333333,4.49,5.11,10.5266666666667,15.38,132.26
0,0.0,0.62,33515,0.22,116.63,29.4,98777,27,3.7,4.49333333333333,5.13666666666667,10.5566666666667,15.4133333333333,132.396666666667
0,0.0,0.62,119583,0.8,413.32,29.37,98777,28,3.69333333333333,4.5,5.17666666666667,10.6,15.4633333333333,132.35
0,0.0,0.62,106572,0.71,368.55,29.4,98779,28,3.69,4.52,5.24,10.6666666666667,15.54,132.36
0,0.0,0.62,58437,0.39,202.69,29.31,98783,27,3.69,4.51333333333333,5.21666666666667,10.64,15.5066666666667,132.366666666667
0,0.0,0.62,74303,0.5,257.41,29.29,98773,28,3.68,4.49333333333333,5.16,10.5733333333333,15.43,131.933333333333
0,0.0,0.62,0,0.0,0.62,29.26,98779,27,3.66666666666667,4.46,5.16,10.22,14.8233333333333,131.39
0,0.0,0.62,67121,0.45,232.64,29.3,98779,28,3.65666666666667,4.46,5.16666666666667,10.1666666666667,14.71,130.956666666667
0,0.0,0.62,0,0.0,0.62,29.33,98778,28,3.64,4.42666666666667,5.16,9.86666666666667,14.0966666666667,130.293333333333
0,0.0,0.62,0,0.0,0.62,29.32,98773,27,3.62333333333333,4.39666666666667,5.13,9.57,13.5766666666667,129.426666666667
0,0.0,0.62,0,0.0,0.62,29.23,98789,27,3.59666666666667,4.32666666666667,4.95333333333333,9.38666666666666,13.3766666666667,128.206666666667
0,0.0,0.62,0,0.0,0.62,29.18,98780,27,3.57,4.30666666666667,4.87,9.92,14.8966666666667,127.11
3183,0.02,11.65,285201,1.9,983.14,29.0,98776,27,3.56,4.29666666666667,4.83,10.19,15.6633333333333,126.123333333333
0,0.0,0.62,242844,1.62,837.19,29.08,98774,27,3.52,4.23666666666667,4.68333333333333,10.2966666666667,15.9333333333333,124.756666666667
0,0.0,0.62,0,0.0,0.62,29.07,98770,27,3.48333333333333,4.21,4.64666666666667,10.3833333333333,16.1166666666667,123.61
0,0.0,0.62,0,0.0,0.62,29.14,98770,27,3.46,4.17333333333333,4.59666666666667,10.3366666666667,16.0666666666667,122.813333333333
0,0.0,0.62,0,0.0,0.62,29.14,98776,27,3.44,4.15,4.58666666666667,10.3266666666667,16.06,122.013333333333
0,0.0,0.62,38023,0.25,132.21,29.16,98769,27,3.41666666666667,4.13,4.57666666666667,10.3166666666667,16.05,121.276666666667
0,0.0,0.62,98356,0.66,340.26,29.17,98771,28,3.4,4.11666666666667,4.56666666666667,10.3066666666667,16.04,120.646666666667
0,0.0,0.62,0,0.0,0.62,29.14,98772,28,3.38,4.07666666666667,4.52333333333333,10.0633333333333,15.6966666666667,119.976666666667
0,0.0,0.62,5972,0.04,21.32,29.05,98776,28,3.36333333333333,4.07,4.47666666666667,10.3433333333333,16.1566666666667,119.443333333333
0,0.0,0.62,102559,0.68,354.73,28.96,98775,28,3.35,4.04333333333333,4.44,10.3033333333333,16.12,118.863333333333
0,0.0,0.62,96327,0.64,333.28,28.99,98782,28,3.34,4.02666666666667,4.41333333333333,10.28,16.0933333333333,118.453333333333
0,0.0,0.62,0,0.0,0.62,28.93,98777,28,3.33,4.00666666666667,4.39,10.2533333333333,16.07,117.876666666667
0,0.0,0.62,8803,0.06,31.12,28.92,98780,28,3.29333333333333,3.96333333333333,4.33333333333333,10.2,16.0133333333333,117.176666666667
0,0.0,0.62,0,0.0,0.62,28.98,98779,28,3.29333333333333,3.96,4.33333333333333,10.1933333333333,16.0133333333333,117.246666666667
0,0.0,0.62,90799,0.61,314.24,28.94,98784,29,3.3,3.99,4.39,10.26,16.07,117.743333333333
0,0.0,0.62,0,0.0,0.62,28.99,98788,29,3.31666666666667,3.97,4.40666666666667,9.78333333333333,15.2066666666667,118.153333333333
0,0.0,0.62,109459,0.73,378.48,28.97,98782,28,3.32666666666667,3.97333333333333,4.49666666666667,9.57,14.7566666666667,118.66
0,0.0,0.62,0,0.0,0.62,28.92,98780,28,3.33333333333333,3.95333333333333,4.6,8.54333333333333,12.18,119.236666666667
0,0.0,0.62,0,0.0,0.62,28.91,98786,28,3.36,4.00666666666667,4.68666666666667,8.75666666666667,12.4566666666667,119.71
0,0.0,0.62,19236,0.13,67.24,28.92,98787,28,3.37666666666667,4.02,4.69666666666667,8.76333333333333,12.46,120.106666666667
0,0.0,0.62,0,0.0,0.62,28.89,98784,27,3.37333333333333,4.03333333333333,4.73,8.8,12.5,120.84
44655,0.3,155.12,85887,0.57,297.32,28.85,98785,28,3.38666666666667,3.98666666666667,4.74666666666667,7.76333333333333,10.4833333333333,121.526666666667
0,0.0,0.62,168803,1.13,582.56,28.82,98782,27,3.39,3.94666666666667,4.62666666666667,7.39333333333333,9.99333333333333,121.74
0,0.0,0.62,0,0.0,0.62,28.78,98788,27,3.39666666666667,3.9,4.47,7.16,9.71,121.94
0,0.0,0.62,89053,0.59,308.23,28.73,98783,27,3.38666666666667,3.89333333333333,4.45,7.14666666666667,9.69666666666667,121.796666666667
0,0.0,0.62,0,0.0,0.62,28.78,98782,28,3.38333333333333,3.88666666666667,4.44333333333333,7.14,9.68666666666667,121.716666666667
0,0.0,0.62,0,0.0,0.62,28.73,98779,29,3.38333333333333,3.91,4.53,7.33,9.93333333333333,122.016666666667
0,0.0,0.62,0,0.0,0.62,28.75,98780,28,3.38333333333333,3.93,4.57333333333333,7.39333333333333,10.0033333333333,122.1
0,0.0,0.62,0,0.0,0.62,28.76,98771,27,3.38,3.96666666666667,4.61666666666667,7.83666666666667,10.9133333333333,121.76
0,0.0,0.62,8180,0.05,28.97,28.77,98778,28,3.37,3.98666666666667,4.57666666666667,8.53666666666667,12.5033333333333,121.483333333333
107777,0.72,372.69,215181,1.43,742.01,28.75,98779,28,3.35666666666667,3.95333333333333,4.50333333333333,8.46,12.4166666666667,121.266666666667
0,0.0,0.62,0,0.0,0.62,28.8,98779,27,3.34666666666667,3.93666666666667,4.48333333333333,8.44333333333333,12.4,120.76
38919,0.26,135.3,100627,0.67,348.08,28.85,98782,28,3.32666666666667,3.92,4.47333333333333,8.43333333333333,12.3833333333333,120.326666666667
0,0.0,0.62,41442,0.28,144.02,28.86,98784,28,3.3,3.89666666666667,4.45,8.40666666666667,12.3633333333333,119.746666666667
0,0.0,0.62,0,0.0,0.62,28.83,98777,29,3.3,3.88,4.43333333333333,8.27333333333333,12.1633333333333,119.53
0,0.0,0.62,24868,0.17,86.73,28.78,98782,28,3.29,3.85666666666667,4.40333333333333,8.33333333333333,14.3666666666667,119.113333333333
0,0.0,0.62,0,0.0,0.62,28.76,98782,27,3.27666666666667,3.84666666666667,4.38333333333333,8.47666666666667,15.6466666666667,118.823333333333
74260,0.5,257.26,131309,0.88,453.65,28.71,98778,27,3.26333333333333,3.83666666666667,4.37,8.47,15.64,118.583333333333
0,0.0,0.62,267341,1.78,921.56,28.73,98785,27,3.26,3.8,4.36666666666667,7.84333333333333,14.0233333333333,118.4
0,0.0,0.62,0,0.0,0.62,28.75,98778,26,3.24,3.76,4.34,7.51,13.19,117.836666666667
0,0.0,0.62,46365,0.31,161.02,28.82,98782,27,3.23,3.73666666666667,4.33,7.24666666666667,12.7466666666667,117.633333333333
0,0.0,0.62,0,0.0,0.62,28.86,98782,27,3.22,3.71333333333333,4.31333333333333,7.10333333333333,12.5133333333333,117.186666666667
0,0.0,0.62,53436,0.36,185.43,28.92,98786,27,3.20333333333333,3.7,4.3,7.09,12.5,116.75
0,0.0,0.62,0,0.0,0.62,28.92,98787,27,3.19,3.67666666666667,4.25,7.04,12.4433333333333,116.303333333333
39473,0.26,137.22,113666,0.76,392.96,28.97,98783,27,3.17666666666667,3.66,4.22333333333333,7.01333333333333,12.4133333333333,115.926666666667
0,0.0,0.62,21096,0.14,73.68,29.02,98780,28,3.15666666666667,3.64333333333333,4.20333333333333,6.99333333333333,12.3966666666667,115.376666666667
0,0.0,0.62,87630,0.58,303.33,29.0,98786,26,3.15666666666667,3.67333333333333,4.33333333333333,6.97333333333333,12.3066666666667,114.953333333333
100620,0.67,348.06,139755,0.93,482.7,29.05,98789,26,3.15666666666667,3.67666666666667,4.40666666666667,6.76666666666667,11.9366666666667,114.75
0,0.0,0.62,0,0.0,0.62,29.04,98781,26,3.13333333333333,3.66666666666667,4.39,6.75333333333333,11.9233333333333,114.133333333333
0,0.0,0.62,45134,0.3,156.77,28.98,98784,26,3.12,3.65333333333333,4.37666666666667,6.74,11.91,113.46
0,0.0,0.62,0,0.0,0.62,28.98,98785,26,3.1,3.64,4.37,6.73,11.9033333333333,112.823333333333
0,0.0,0.62,0,0.0,0.62,29.03,98785,26,3.07333333333333,3.61666666666667,4.35,6.71,11.8833333333333,111.833333333333
0,0.0,0.62,0,0.0,0.62,29.0,98784,26,3.06333333333333,3.61333333333333,4.36,6.71666666666667,11.8933333333333,111.26
0,0.0,0.62,0,0.0,0.62,29.02,98787,26,3.04,3.58,4.29666666666667,6.65666666666667,11.83,110.68
0,0.0,0.62,19421,0.13,67.88,29.11,98786,26,3.01666666666667,3.56666666666667,4.29,6.65333333333333,11.8266666666667,110.053333333333
0,0.0,0.62,2559,0.02,9.49,29.16,98782,26,2.99,3.5,4.12,6.25666666666667,11.32,109.08
0,0.0,0.62,0,0.0,0.62,29.23,98786,27,2.95666666666667,3.43666666666667,4.00666666666667,5.95333333333333,10.92,108.226666666667
0,0.0,0.62,159063,1.06,549.08,29.19,98783,27,2.93,3.38,3.91666666666667,5.74,10.64,107.543333333333
0,0.0,0.62,0,0.0,0.62,29.21,98786,27,2.91333333333333,3.35333333333333,3.85666666666667,5.68333333333333,10.5866666666667,107.1
0,0.0,0.62,0,0.0,0.62,29.23,98787,27,2.89666666666667,3.35333333333333,3.92,5.78666666666667,10.7133333333333,106.18
0,0.0,0.62,0,0.0,0.62,29.28,98786,26,2.86666666666667,3.34,3.95333333333333,5.82,10.7566666666667,105.423333333333
0,0.0,0.62,0,0.0,0.62,29.28,98780,26,2.85333333333333,3.32333333333333,3.93666666666667,5.80333333333333,10.74,104.786666666667
93185,0.62,322.46,189219,1.26,652.74,29.32,98789,26,2.83666666666667,3.33,3.96,5.82333333333333,10.7633333333333,104.333333333333
51599,0.34,179.09,181351,1.21,625.69,29.35,98782,26,2.83,3.33333333333333,3.96666666666667,5.82666666666667,10.7666666666667,103.816666666667
139888,0.93,483.15,183491,1.22,633.05,29.27,98782,26,2.83333333333333,3.34333333333333,3.99,5.85666666666667,10.7966666666667,103.96
0,0.0,0.62,0,0.0,0.62,29.28,98783,26,2.82666666666667,3.33333333333333,3.96,5.72,10.6133333333333,103.373333333333
0,0.0,0.62,0,0.0,0.62,29.35,98785,27,2.81666666666667,3.31,3.91333333333333,5.65666666666667,10.54,103.103333333333
0,0.0,0.62,13322,0.09,46.77,29.28,98788,27,2.80666666666667,3.24666666666667,3.80333333333333,5.14333333333333,9.55333333333333,103.21
0,0.0,0.62,214716,1.43,740.41,29.27,98785,28,2.84,3.23666666666667,3.80666666666667,4.40666666666667,7.92333333333333,104.126666666667
0,0.0,0.62,15823,0.11,55.43,29.3,98791,28,2.86,3.27333333333333,3.88666666666667,4.51,8.04333333333333,104.836666666667
0,0.0,0.62,0,0.0,0.62,29.26,98787,29,2.88333333333333,3.32333333333333,3.99666666666667,4.63,8.17666666666667,105.686666666667
43314,0.29,150.48,182151,1.21,628.44,29.31,98790,29,2.95,3.39,4.06666666666667,4.7,8.24333333333333,108.13
0,0.0,0.62,3997,0.03,14.47,29.26,98792,29,2.98,3.42,4.1,4.73,8.28,109.176666666667
0,0.0,0.62,139513,0.93,481.86,29.29,98789,29,3.00666666666667,3.43333333333333,4.13,4.43,5.70666666666667,110.213333333333
0,0.0,0.62,11780,0.08,41.43,29.28,98788,29,3.05333333333333,3.47666666666667,4.18666666666667,4.31666666666667,4.46333333333333,111.56
0,0.0,0.62,52020,0.35,180.54,29.28,98790,29,3.1,3.53,4.24333333333333,4.37666666666667,4.51666666666667,113.053333333333
0,0.0,0.62,13853,0.09,48.61,29.17,98789,28,3.14,3.57666666666667,4.29666666666667,4.42666666666667,4.57333333333333,114.323333333333
0,0.0,0.62,14011,0.09,49.16,29.01,98784,28,3.17666666666667,3.65,4.45333333333333,4.65,4.83,115.4
0,0.0,0.62,3793,0.03,13.77,28.98,98787,28,3.20333333333333,3.72,4.55666666666667,4.95666666666667,5.26333333333333,116.393333333333
0,0.0,0.62,0,0.0,0.62,28.98,98785,29,3.24,3.84333333333333,4.59333333333333,6.57,9.20333333333333,117.75
0,0.0,0.62,0,0.0,0.62,28.88,98788,28,3.27,3.92,4.62666666666667,7.54666666666667,14.0966666666667,118.803333333333
0,0.0,0.62,0,0.0,0.62,28.76,98786,28,3.3,4.02666666666667,4.68666666666667,8.68333333333333,17.23,119.83
46209,0.31,160.48,236862,1.58,816.6,28.72,98783,28,3.32,4.08333333333333,4.71,9.46666666666667,20.5466666666667,120.656666666667
0,0.0,0.62,162855,1.09,562.11,28.64,98784,28,3.35,4.11,4.72666666666667,9.67,21.5266666666667,121.46
181925,1.21,627.67,363631,2.42,1254.55,28.59,98790,29,3.36333333333333,4.09333333333333,4.61,9.91,23.3033333333333,122.28
0,0.0,0.62,0,0.0,0.62,28.56,98787,28,3.37666666666667,4.09,4.56,9.82,23.19,122.826666666667
0,0.0,0.62,93876,0.63,324.84,28.52,98787,28,3.41,4.15,4.64666666666667,9.91,23.28,123.613333333333
73173,0.49,253.51,109843,0.73,379.8,28.53,98785,29,3.44,4.24333333333333,4.73333333333333,10.5933333333333,24.3133333333333,124.546666666667
0,0.0,0.62,0,0.0,0.62,28.57,98790,29,3.46,4.28333333333333,4.81666666666667,10.6966666666667,24.4233333333333,125.286666666667
0,0.0,0.62,2139,0.01,8.03,28.49,98783,29,3.50333333333333,4.34666666666667,4.93666666666667,10.8533333333333,24.61,126.61
0,0.0,0.62,33180,0.22,115.47,28.52,98788,29,3.54333333333333,4.39,4.99666666666667,10.9333333333333,24.6966666666667,127.483333333333
0,0.0,0.62,0,0.0,0.62,28.54,98786,29,3.58,4.43,5.03333333333333,10.97,24.74,128.043333333333
0,0.0,0.62,0,0.0,0.62,28.56,98788,29,3.61,4.45,5.05,10.9866666666667,24.75,128.776666666667
0,0.0,0.62,58639,0.39,203.39,28.5,98788,28,3.63,4.46,5.03,10.9666666666667,24.73,129.596666666667
0,0.0,0.62,117285,0.78,405.41,27.59,98786,30,3.73,4.82666666666667,5.48,14.36,33.1633333333333,134.143333333333
73987,0.49,256.32,137292,0.92,474.23,27.54,98792,30,3.71,4.73,5.46666666666667,13.2833333333333,28.91,133.76
0,0.0,0.62,40387,0.27,140.37,27.47,98788,30,3.69333333333333,4.70333333333333,5.46,13.0733333333333,27.3233333333333,133.396666666667
0,0.0,0.62,0,0.0,0.62,27.41,98788,30,3.68666666666667,4.67333333333333,5.41,13.0266666666667,27.2766666666667,133.383333333333
140165,0.93,484.1,186463,1.24,643.27,27.37,98788,30,3.67666666666667,4.70333333333333,5.4,13.4966666666667,28.0833333333333,133.29
0,0.0,0.62,0,0.0,0.62,27.31,98796,30,3.67333333333333,4.73,5.34333333333333,14.34,29.7966666666667,133.13
0,0.0,0.62,83898,0.56,290.47,27.27,98794,31,3.65,4.72333333333333,5.28666666666667,14.77,30.6766666666667,132.543333333333
127680,0.85,441.17,300006,2.0,1034.24,27.21,98790,31,3.64666666666667,4.72666666666667,5.30333333333333,14.8,30.7166666666667,132.33
0,0.0,0.62,5921,0.04,21.14,27.17,98796,31,3.64,4.73333333333333,5.37,14.86,30.7866666666667,131.79
0,0.0,0.62,0,0.0,0.62,27.17,98794,31,3.62666666666667,4.70333333333333,5.29666666666667,14.7366666666667,30.63,131.406666666667
85054,0.57,294.45,159275,1.06,549.81,27.15,98796,31,3.63,4.68666666666667,5.26666666666667,14.6,30.4433333333333,131.2
0,0.0,0.62,17154,0.11,60.04,27.13,98792,31,3.62333333333333,4.67,5.27333333333333,14.44,30.1933333333333,131.056666666667
0,0.0,0.62,0,0.0,0.62,27.07,98797,31,3.61333333333333,4.69,5.32333333333333,14.59,30.3933333333333,130.49
0,0.0,0.62,0,0.0,0.62,27.01,98796,31,3.62666666666667,4.72,5.38,14.6433333333333,30.45,130.736666666667
0,0.0,0.62,0,0.0,0.62,26.96,98795,32,3.62,4.73,5.39666666666667,15.66,33.69,130.303333333333
0,0.0,0.62,0,0.0,0.62,26.92,98800,32,3.62,4.78666666666667,5.39,16.63,34.87,130.203333333333
0,0.0,0.62,0,0.0,0.62,26.85,98793,32,3.61666666666667,4.75333333333333,5.42333333333333,15.3933333333333,29.53,130.01
